timestamp,nodeId,soilMoisture,soilMoisture_class,reservoirLevel,reservoirLevel_class,decision
2024-04-11 18:19:19.560,cmmx6howt0000bi1zgfsisou2,47.44,optimal,60.06,optimal,PUMP_OFF
2024-04-11 18:29:53.268,cmmx6howt0000bi1zgfsisou2,46.52,optimal,60.66,optimal,PUMP_OFF
2024-04-11 18:40:26.976,cmmx6howt0000bi1zgfsisou2,45.04,optimal,59.86,optimal,PUMP_OFF
2024-04-11 18:51:00.684,cmmx6howt0000bi1zgfsisou2,43.77,optimal,57.98,optimal,PUMP_OFF
2024-04-11 19:01:34.392,cmmx6howt0000bi1zgfsisou2,41.93,optimal,61.95,optimal,PUMP_OFF
2024-04-11 19:12:08.100,cmmx6howt0000bi1zgfsisou2,42.07,optimal,60.06,optimal,PUMP_OFF
2024-04-11 19:22:41.808,cmmx6howt0000bi1zgfsisou2,41.11,optimal,57.26,optimal,PUMP_OFF
2024-04-11 19:33:15.516,cmmx6howt0000bi1zgfsisou2,39.08,low,56.83,optimal,PUMP_ON_LOW
2024-04-11 19:43:49.224,cmmx6howt0000bi1zgfsisou2,38.61,low,59.04,optimal,PUMP_ON_LOW
2024-04-11 19:54:22.932,cmmx6howt0000bi1zgfsisou2,37.82,low,59.13,optimal,PUMP_ON_LOW
2024-04-11 20:04:56.640,cmmx6howt0000bi1zgfsisou2,37.75,low,59.22,optimal,PUMP_ON_LOW
2024-04-11 20:15:30.348,cmmx6howt0000bi1zgfsisou2,36.4,low,56.17,optimal,PUMP_ON_LOW
2024-04-11 20:26:04.056,cmmx6howt0000bi1zgfsisou2,36.37,low,58.81,optimal,PUMP_ON_LOW
2024-04-11 20:36:37.764,cmmx6howt0000bi1zgfsisou2,38.07,low,56.02,optimal,PUMP_ON_LOW
2024-04-11 20:47:11.472,cmmx6howt0000bi1zgfsisou2,40.81,optimal,55.36,optimal,PUMP_OFF
2024-04-11 20:57:45.180,cmmx6howt0000bi1zgfsisou2,45.01,optimal,56.62,optimal,PUMP_OFF
2024-04-11 21:08:18.888,cmmx6howt0000bi1zgfsisou2,46.03,optimal,56.34,optimal,PUMP_OFF
2024-04-11 21:18:52.596,cmmx6howt0000bi1zgfsisou2,50.9,optimal,54.68,optimal,PUMP_OFF
2024-04-11 21:29:26.304,cmmx6howt0000bi1zgfsisou2,53.46,optimal,54.36,optimal,PUMP_OFF
2024-04-11 21:40:00.012,cmmx6howt0000bi1zgfsisou2,56.16,optimal,57.77,optimal,PUMP_OFF
2024-04-11 21:50:33.720,cmmx6howt0000bi1zgfsisou2,57.22,optimal,56.98,optimal,PUMP_OFF
2024-04-11 22:01:07.428,cmmx6howt0000bi1zgfsisou2,59.97,optimal,58.03,optimal,PUMP_OFF
2024-04-11 22:11:41.136,cmmx6howt0000bi1zgfsisou2,64.42,optimal,54.28,optimal,PUMP_OFF
2024-04-11 22:22:14.844,cmmx6howt0000bi1zgfsisou2,65.71,optimal,50.72,optimal,PUMP_OFF
2024-04-11 22:32:48.552,cmmx6howt0000bi1zgfsisou2,69.11,optimal,53.42,optimal,PUMP_OFF
2024-04-11 22:43:22.260,cmmx6howt0000bi1zgfsisou2,71.87,high,56.49,optimal,PUMP_OFF
2024-04-11 22:53:55.968,cmmx6howt0000bi1zgfsisou2,74.69,high,54.25,optimal,PUMP_OFF
2024-04-11 23:04:29.676,cmmx6howt0000bi1zgfsisou2,78.12,high,58.06,optimal,PUMP_OFF
2024-04-11 23:15:03.384,cmmx6howt0000bi1zgfsisou2,79.04,high,54.91,optimal,PUMP_OFF
2024-04-11 23:25:37.092,cmmx6howt0000bi1zgfsisou2,83.62,high,51.33,optimal,PUMP_OFF
2024-04-11 23:36:10.800,cmmx6howt0000bi1zgfsisou2,87.04,criticalHigh,54.96,optimal,ALERT_DRAINAGE
2024-04-11 23:46:44.508,cmmx6howt0000bi1zgfsisou2,87.36,criticalHigh,53.49,optimal,ALERT_DRAINAGE
2024-04-11 23:57:18.216,cmmx6howt0000bi1zgfsisou2,91.88,criticalHigh,54.56,optimal,ALERT_DRAINAGE
2024-04-12 00:07:51.924,cmmx6howt0000bi1zgfsisou2,92.05,criticalHigh,54.38,optimal,ALERT_DRAINAGE
2024-04-12 00:18:25.632,cmmx6howt0000bi1zgfsisou2,90.69,criticalHigh,49.36,optimal,ALERT_DRAINAGE
2024-04-12 00:28:59.340,cmmx6howt0000bi1zgfsisou2,90.43,criticalHigh,52.46,optimal,ALERT_DRAINAGE
2024-04-12 00:39:33.048,cmmx6howt0000bi1zgfsisou2,87.32,criticalHigh,53.7,optimal,ALERT_DRAINAGE
2024-04-12 00:50:06.756,cmmx6howt0000bi1zgfsisou2,87.5,criticalHigh,50.46,optimal,ALERT_DRAINAGE
2024-04-12 01:00:40.464,cmmx6howt0000bi1zgfsisou2,87.51,criticalHigh,53.2,optimal,ALERT_DRAINAGE
2024-04-12 01:11:14.172,cmmx6howt0000bi1zgfsisou2,87.01,criticalHigh,50.17,optimal,ALERT_DRAINAGE
2024-04-12 01:21:47.880,cmmx6howt0000bi1zgfsisou2,84.31,high,54.16,optimal,PUMP_OFF
2024-04-12 01:32:21.588,cmmx6howt0000bi1zgfsisou2,85.12,criticalHigh,49.36,optimal,ALERT_DRAINAGE
2024-04-12 01:42:55.296,cmmx6howt0000bi1zgfsisou2,81.45,high,51.46,optimal,PUMP_OFF
2024-04-12 01:53:29.004,cmmx6howt0000bi1zgfsisou2,81.43,high,52.66,optimal,PUMP_OFF
2024-04-12 02:04:02.712,cmmx6howt0000bi1zgfsisou2,80.95,high,50.11,optimal,PUMP_OFF
2024-04-12 02:14:36.420,cmmx6howt0000bi1zgfsisou2,81.0,high,48.02,optimal,PUMP_OFF
2024-04-12 02:25:10.128,cmmx6howt0000bi1zgfsisou2,80.0,high,51.06,optimal,PUMP_OFF
2024-04-12 02:35:43.836,cmmx6howt0000bi1zgfsisou2,78.29,high,47.61,optimal,PUMP_OFF
2024-04-12 02:46:17.544,cmmx6howt0000bi1zgfsisou2,76.98,high,50.58,optimal,PUMP_OFF
2024-04-12 02:56:51.252,cmmx6howt0000bi1zgfsisou2,76.52,high,48.27,optimal,PUMP_OFF
2024-04-12 03:07:24.960,cmmx6howt0000bi1zgfsisou2,75.0,high,45.58,optimal,PUMP_OFF
2024-04-12 03:17:58.668,cmmx6howt0000bi1zgfsisou2,75.74,high,50.27,optimal,PUMP_OFF
2024-04-12 03:28:32.376,cmmx6howt0000bi1zgfsisou2,74.62,high,46.72,optimal,PUMP_OFF
2024-04-12 03:39:06.084,cmmx6howt0000bi1zgfsisou2,72.74,high,48.79,optimal,PUMP_OFF
2024-04-12 03:49:39.792,cmmx6howt0000bi1zgfsisou2,72.34,high,45.44,optimal,PUMP_OFF
2024-04-12 04:00:13.500,cmmx6howt0000bi1zgfsisou2,71.43,high,51.11,optimal,PUMP_OFF
2024-04-12 04:10:47.208,cmmx6howt0000bi1zgfsisou2,70.73,high,51.62,optimal,PUMP_OFF
2024-04-12 04:21:20.916,cmmx6howt0000bi1zgfsisou2,69.68,optimal,47.98,optimal,PUMP_OFF
2024-04-12 04:31:54.624,cmmx6howt0000bi1zgfsisou2,68.99,optimal,45.67,optimal,PUMP_OFF
2024-04-12 04:42:28.332,cmmx6howt0000bi1zgfsisou2,67.16,optimal,49.0,optimal,PUMP_OFF
2024-04-12 04:53:02.040,cmmx6howt0000bi1zgfsisou2,64.94,optimal,45.75,optimal,PUMP_OFF
2024-04-12 05:03:35.748,cmmx6howt0000bi1zgfsisou2,66.24,optimal,49.73,optimal,PUMP_OFF
2024-04-12 05:14:09.456,cmmx6howt0000bi1zgfsisou2,65.22,optimal,45.97,optimal,PUMP_OFF
2024-04-12 05:24:43.164,cmmx6howt0000bi1zgfsisou2,62.7,optimal,49.15,optimal,PUMP_OFF
2024-04-12 05:35:16.872,cmmx6howt0000bi1zgfsisou2,61.84,optimal,48.32,optimal,PUMP_OFF
2024-04-12 05:45:50.580,cmmx6howt0000bi1zgfsisou2,61.38,optimal,49.91,optimal,PUMP_OFF
2024-04-12 05:56:24.288,cmmx6howt0000bi1zgfsisou2,60.38,optimal,46.61,optimal,PUMP_OFF
2024-04-12 06:06:57.996,cmmx6howt0000bi1zgfsisou2,59.45,optimal,45.97,optimal,PUMP_OFF
2024-04-12 06:17:31.704,cmmx6howt0000bi1zgfsisou2,59.75,optimal,49.0,optimal,PUMP_OFF
2024-04-12 06:28:05.412,cmmx6howt0000bi1zgfsisou2,56.79,optimal,50.61,optimal,PUMP_OFF
2024-04-12 06:38:39.120,cmmx6howt0000bi1zgfsisou2,56.22,optimal,47.3,optimal,PUMP_OFF
2024-04-12 06:49:12.828,cmmx6howt0000bi1zgfsisou2,56.33,optimal,40.95,optimal,PUMP_OFF
2024-04-12 06:59:46.536,cmmx6howt0000bi1zgfsisou2,56.04,optimal,47.86,optimal,PUMP_OFF
2024-04-12 07:10:20.244,cmmx6howt0000bi1zgfsisou2,53.37,optimal,46.34,optimal,PUMP_OFF
2024-04-12 07:20:53.952,cmmx6howt0000bi1zgfsisou2,52.97,optimal,43.46,optimal,PUMP_OFF
2024-04-12 07:31:27.660,cmmx6howt0000bi1zgfsisou2,51.77,optimal,43.03,optimal,PUMP_OFF
2024-04-12 07:42:01.368,cmmx6howt0000bi1zgfsisou2,50.61,optimal,41.62,optimal,PUMP_OFF
2024-04-12 07:52:35.076,cmmx6howt0000bi1zgfsisou2,51.53,optimal,45.41,optimal,PUMP_OFF
2024-04-12 08:03:08.784,cmmx6howt0000bi1zgfsisou2,50.8,optimal,45.99,optimal,PUMP_OFF
2024-04-12 08:13:42.492,cmmx6howt0000bi1zgfsisou2,49.45,optimal,46.75,optimal,PUMP_OFF
2024-04-12 08:24:16.200,cmmx6howt0000bi1zgfsisou2,48.7,optimal,46.61,optimal,PUMP_OFF
2024-04-12 08:34:49.908,cmmx6howt0000bi1zgfsisou2,45.46,optimal,45.92,optimal,PUMP_OFF
2024-04-12 08:45:23.616,cmmx6howt0000bi1zgfsisou2,47.16,optimal,48.74,optimal,PUMP_OFF
2024-04-12 08:55:57.324,cmmx6howt0000bi1zgfsisou2,45.66,optimal,45.22,optimal,PUMP_OFF
2024-04-12 09:06:31.032,cmmx6howt0000bi1zgfsisou2,43.11,optimal,42.32,optimal,PUMP_OFF
2024-04-12 09:17:04.740,cmmx6howt0000bi1zgfsisou2,42.53,optimal,43.33,optimal,PUMP_OFF
2024-04-12 09:27:38.448,cmmx6howt0000bi1zgfsisou2,41.51,optimal,44.65,optimal,PUMP_OFF
2024-04-12 09:38:12.156,cmmx6howt0000bi1zgfsisou2,40.05,optimal,45.1,optimal,PUMP_OFF
2024-04-12 09:48:45.864,cmmx6howt0000bi1zgfsisou2,40.2,optimal,41.7,optimal,PUMP_OFF
2024-04-12 09:59:19.572,cmmx6howt0000bi1zgfsisou2,38.61,low,42.63,optimal,PUMP_ON_LOW
2024-04-12 10:09:53.280,cmmx6howt0000bi1zgfsisou2,38.83,low,43.36,optimal,PUMP_ON_LOW
2024-04-12 10:20:26.988,cmmx6howt0000bi1zgfsisou2,36.41,low,46.76,optimal,PUMP_ON_LOW
2024-04-12 10:31:00.696,cmmx6howt0000bi1zgfsisou2,35.08,low,44.98,optimal,PUMP_ON_LOW
2024-04-12 10:41:34.404,cmmx6howt0000bi1zgfsisou2,36.63,low,41.22,optimal,PUMP_ON_LOW
2024-04-12 10:52:08.112,cmmx6howt0000bi1zgfsisou2,35.21,low,42.04,optimal,PUMP_ON_LOW
2024-04-12 11:02:41.820,cmmx6howt0000bi1zgfsisou2,39.8,low,42.06,optimal,PUMP_ON_LOW
2024-04-12 11:13:15.528,cmmx6howt0000bi1zgfsisou2,41.36,optimal,37.68,optimal,PUMP_OFF
2024-04-12 11:23:49.236,cmmx6howt0000bi1zgfsisou2,43.4,optimal,39.52,optimal,PUMP_OFF
2024-04-12 11:34:22.944,cmmx6howt0000bi1zgfsisou2,47.42,optimal,44.49,optimal,PUMP_OFF
2024-04-12 11:44:56.652,cmmx6howt0000bi1zgfsisou2,51.49,optimal,44.67,optimal,PUMP_OFF
2024-04-12 11:55:30.360,cmmx6howt0000bi1zgfsisou2,53.27,optimal,42.39,optimal,PUMP_OFF
2024-04-12 12:06:04.068,cmmx6howt0000bi1zgfsisou2,55.65,optimal,42.3,optimal,PUMP_OFF
2024-04-12 12:16:37.776,cmmx6howt0000bi1zgfsisou2,59.47,optimal,39.78,optimal,PUMP_OFF
2024-04-12 12:27:11.484,cmmx6howt0000bi1zgfsisou2,61.69,optimal,43.21,optimal,PUMP_OFF
2024-04-12 12:37:45.192,cmmx6howt0000bi1zgfsisou2,64.23,optimal,43.98,optimal,PUMP_OFF
2024-04-12 12:48:18.900,cmmx6howt0000bi1zgfsisou2,67.82,optimal,38.39,optimal,PUMP_OFF
2024-04-12 12:58:52.608,cmmx6howt0000bi1zgfsisou2,70.34,high,39.74,optimal,PUMP_OFF
2024-04-12 13:09:26.316,cmmx6howt0000bi1zgfsisou2,73.42,high,37.77,optimal,PUMP_OFF
2024-04-12 13:20:00.024,cmmx6howt0000bi1zgfsisou2,75.75,high,40.92,optimal,PUMP_OFF
2024-04-12 13:30:33.732,cmmx6howt0000bi1zgfsisou2,79.0,high,40.95,optimal,PUMP_OFF
2024-04-12 13:41:07.440,cmmx6howt0000bi1zgfsisou2,80.71,high,38.32,optimal,PUMP_OFF
2024-04-12 13:51:41.148,cmmx6howt0000bi1zgfsisou2,83.67,high,41.41,optimal,PUMP_OFF
2024-04-12 14:02:14.856,cmmx6howt0000bi1zgfsisou2,86.64,criticalHigh,43.88,optimal,ALERT_DRAINAGE
2024-04-12 14:12:48.564,cmmx6howt0000bi1zgfsisou2,89.41,criticalHigh,42.99,optimal,ALERT_DRAINAGE
2024-04-12 14:23:22.272,cmmx6howt0000bi1zgfsisou2,92.51,criticalHigh,40.76,optimal,ALERT_DRAINAGE
2024-04-12 14:33:55.980,cmmx6howt0000bi1zgfsisou2,90.5,criticalHigh,43.55,optimal,ALERT_DRAINAGE
2024-04-12 14:44:29.688,cmmx6howt0000bi1zgfsisou2,90.9,criticalHigh,40.24,optimal,ALERT_DRAINAGE
2024-04-12 14:55:03.396,cmmx6howt0000bi1zgfsisou2,90.28,criticalHigh,44.28,optimal,ALERT_DRAINAGE
2024-04-12 15:05:37.104,cmmx6howt0000bi1zgfsisou2,87.04,criticalHigh,38.5,optimal,ALERT_DRAINAGE
2024-04-12 15:16:10.812,cmmx6howt0000bi1zgfsisou2,87.75,criticalHigh,39.4,optimal,ALERT_DRAINAGE
2024-04-12 15:26:44.520,cmmx6howt0000bi1zgfsisou2,86.45,criticalHigh,41.37,optimal,ALERT_DRAINAGE
2024-04-12 15:37:18.228,cmmx6howt0000bi1zgfsisou2,85.18,criticalHigh,39.42,optimal,ALERT_DRAINAGE
2024-04-12 15:47:51.936,cmmx6howt0000bi1zgfsisou2,83.78,high,38.41,optimal,PUMP_OFF
2024-04-12 15:58:25.644,cmmx6howt0000bi1zgfsisou2,83.26,high,36.4,optimal,PUMP_OFF
2024-04-12 16:08:59.352,cmmx6howt0000bi1zgfsisou2,82.16,high,36.15,optimal,PUMP_OFF
2024-04-12 16:19:33.060,cmmx6howt0000bi1zgfsisou2,81.84,high,38.46,optimal,PUMP_OFF
2024-04-12 16:30:06.768,cmmx6howt0000bi1zgfsisou2,81.91,high,38.64,optimal,PUMP_OFF
2024-04-12 16:40:40.476,cmmx6howt0000bi1zgfsisou2,80.48,high,42.38,optimal,PUMP_OFF
2024-04-12 16:51:14.184,cmmx6howt0000bi1zgfsisou2,80.07,high,34.74,optimal,PUMP_OFF
2024-04-12 17:01:47.892,cmmx6howt0000bi1zgfsisou2,76.64,high,38.96,optimal,PUMP_OFF
2024-04-12 17:12:21.600,cmmx6howt0000bi1zgfsisou2,77.15,high,36.2,optimal,PUMP_OFF
2024-04-12 17:22:55.308,cmmx6howt0000bi1zgfsisou2,76.22,high,38.8,optimal,PUMP_OFF
2024-04-12 17:33:29.016,cmmx6howt0000bi1zgfsisou2,75.17,high,36.73,optimal,PUMP_OFF
2024-04-12 17:44:02.724,cmmx6howt0000bi1zgfsisou2,75.84,high,38.75,optimal,PUMP_OFF
2024-04-12 17:54:36.432,cmmx6howt0000bi1zgfsisou2,73.83,high,38.83,optimal,PUMP_OFF
2024-04-12 18:05:10.140,cmmx6howt0000bi1zgfsisou2,72.73,high,33.83,optimal,PUMP_OFF
2024-04-12 18:15:43.848,cmmx6howt0000bi1zgfsisou2,71.57,high,38.0,optimal,PUMP_OFF
2024-04-12 18:26:17.556,cmmx6howt0000bi1zgfsisou2,70.42,high,39.18,optimal,PUMP_OFF
2024-04-12 18:36:51.264,cmmx6howt0000bi1zgfsisou2,69.13,optimal,34.28,optimal,PUMP_OFF
2024-04-12 18:47:24.972,cmmx6howt0000bi1zgfsisou2,68.67,optimal,37.95,optimal,PUMP_OFF
2024-04-12 18:57:58.680,cmmx6howt0000bi1zgfsisou2,67.77,optimal,33.35,optimal,PUMP_OFF
2024-04-12 19:08:32.388,cmmx6howt0000bi1zgfsisou2,68.14,optimal,34.46,optimal,PUMP_OFF
2024-04-12 19:19:06.096,cmmx6howt0000bi1zgfsisou2,66.03,optimal,38.31,optimal,PUMP_OFF
2024-04-12 19:29:39.804,cmmx6howt0000bi1zgfsisou2,64.43,optimal,39.92,optimal,PUMP_OFF
2024-04-12 19:40:13.512,cmmx6howt0000bi1zgfsisou2,63.25,optimal,35.19,optimal,PUMP_OFF
2024-04-12 19:50:47.220,cmmx6howt0000bi1zgfsisou2,64.6,optimal,38.6,optimal,PUMP_OFF
2024-04-12 20:01:20.928,cmmx6howt0000bi1zgfsisou2,61.79,optimal,40.37,optimal,PUMP_OFF
2024-04-12 20:11:54.636,cmmx6howt0000bi1zgfsisou2,61.0,optimal,36.9,optimal,PUMP_OFF
2024-04-12 20:22:28.344,cmmx6howt0000bi1zgfsisou2,61.13,optimal,34.42,optimal,PUMP_OFF
2024-04-12 20:33:02.052,cmmx6howt0000bi1zgfsisou2,59.61,optimal,37.48,optimal,PUMP_OFF
2024-04-12 20:43:35.760,cmmx6howt0000bi1zgfsisou2,57.77,optimal,34.44,optimal,PUMP_OFF
2024-04-12 20:54:09.468,cmmx6howt0000bi1zgfsisou2,58.43,optimal,36.65,optimal,PUMP_OFF
2024-04-12 21:04:43.176,cmmx6howt0000bi1zgfsisou2,56.08,optimal,37.34,optimal,PUMP_OFF
2024-04-12 21:15:16.884,cmmx6howt0000bi1zgfsisou2,56.93,optimal,36.06,optimal,PUMP_OFF
2024-04-12 21:25:50.592,cmmx6howt0000bi1zgfsisou2,55.52,optimal,34.55,optimal,PUMP_OFF
2024-04-12 21:36:24.300,cmmx6howt0000bi1zgfsisou2,53.68,optimal,36.37,optimal,PUMP_OFF
2024-04-12 21:46:58.008,cmmx6howt0000bi1zgfsisou2,53.03,optimal,36.69,optimal,PUMP_OFF
2024-04-12 21:57:31.716,cmmx6howt0000bi1zgfsisou2,52.16,optimal,34.5,optimal,PUMP_OFF
2024-04-12 22:08:05.424,cmmx6howt0000bi1zgfsisou2,50.6,optimal,36.49,optimal,PUMP_OFF
2024-04-12 22:18:39.132,cmmx6howt0000bi1zgfsisou2,51.24,optimal,31.67,optimal,PUMP_OFF
